experiment_index,simSeconds,simInsts,avg_big_l1i_missrate,avg_big_l1d_missrate,avg_big_l2_missrate,avg_little_l1i_missrate,avg_little_l1d_missrate,avg_little_l2_missrate,avg_l3_missrate,replacement_policy,prefetcher_type,l1_cache_sample_seed,l2_cache_sample_seed,l3_cache_sample_seed,big_core_width,big_core_rob_size,big_core_num_int_regs,big_core_num_fp_regs,small_core_width,small_core_rob_size,small_core_num_int_regs,small_core_num_fp_regs,big_core_num,small_core_num,matsize
122,0.002941,8457067,0.1136325,0.664204625,0.4472836249999999,0.035069875,0.544621125,0.491515625,0.0609415,LFURP,Stride,2,2,4,10,40,50,50,2,30,40,40,2,2,64
123,0.00537,9239780,0.0982015,0.6185493750000001,0.261698375,0.035092625,0.51343575,0.2787902499999999,0.7821345,LFURP,Stride,2,4,1,10,40,50,50,2,30,40,40,2,2,64
124,0.004826,9208102,0.097665625,0.626399375,0.262766625,0.0329565,0.5124565,0.27435575,0.64974725,LFURP,Stride,2,4,2,10,40,50,50,2,30,40,40,2,2,64
125,0.003223,8285818,0.105700875,0.6471480000000001,0.2431399999999999,0.034985375,0.520381875,0.273969875,0.1418385,LFURP,Stride,2,4,4,10,40,50,50,2,30,40,40,2,2,64
126,0.008221,9304658,0.064912375,0.441061,0.7807888749999999,0.0399033333333333,0.4156259999999999,0.8174171249999999,0.71511575,LFURP,Stride,4,1,1,10,40,50,50,2,30,40,40,2,2,64
127,0.005531,9288583,0.07529125,0.455416375,0.7835417499999999,0.02358075,0.399380375,0.8573742500000001,0.421955,LFURP,Stride,4,1,2,10,40,50,50,2,30,40,40,2,2,64
128,0.003751,8590227,0.077325125,0.44914925,0.769149625,0.0472963999999999,0.404370625,0.870739625,0.0939025,LFURP,Stride,4,1,4,10,40,50,50,2,30,40,40,2,2,64
129,0.006919,9306330,0.074559,0.422751,0.588032,0.0389626666666666,0.405528375,0.6805976250000001,0.685896,LFURP,Stride,4,2,1,10,40,50,50,2,30,40,40,2,2,64
130,0.004849,9312721,0.066216625,0.427369375,0.5995085000000001,0.0387106666666666,0.397103125,0.698684625,0.39928075,LFURP,Stride,4,2,2,10,40,50,50,2,30,40,40,2,2,64
131,0.00404,8762426,0.0940178571428571,0.428436875,0.631289125,0.0294068749999999,0.39543625,0.6904621249999999,0.19005575,LFURP,Stride,4,2,4,10,40,50,50,2,30,40,40,2,2,64
132,0.005272,9293567,0.075911375,0.4104335000000001,0.3575495000000001,0.0292092857142857,0.401308875,0.388887375,0.80429475,LFURP,Stride,4,4,1,10,40,50,50,2,30,40,40,2,2,64
133,0.004676,9292620,0.0748925,0.4138092499999999,0.3587945,0.0389443333333333,0.398359375,0.370657125,0.6448017500000001,LFURP,Stride,4,4,2,10,40,50,50,2,30,40,40,2,2,64
134,0.002192,8467724,0.0920806249999999,0.442143625,0.3164155,0.0390318333333333,0.3930485000000001,0.3731286249999999,0.051117,LFURP,Stride,4,4,4,10,40,50,50,2,30,40,40,2,2,64
135,0.010735,9320433,0.10508525,0.584949375,0.5689365000000001,0.0404319999999999,0.580749125,0.544749625,0.90000075,LFURP,ISB,1,1,1,10,40,50,50,2,30,40,40,2,2,64
136,0.010313,9298334,0.108054,0.585183125,0.586259125,0.04162375,0.5839660000000001,0.5456727499999999,0.820252,LFURP,ISB,1,1,2,10,40,50,50,2,30,40,40,2,2,64
137,0.004013,8910265,0.1269385,0.66399025,0.7144668750000001,0.04437725,0.5865962499999999,0.618870125,0.08503225,LFURP,ISB,1,1,4,10,40,50,50,2,30,40,40,2,2,64
138,0.010159,9319667,0.1192056249999999,0.586897375,0.55443625,0.041773375,0.573917,0.5112909999999999,0.81953725,LFURP,ISB,1,2,1,10,40,50,50,2,30,40,40,2,2,64
139,0.010035,9302519,0.106073375,0.5847925,0.561275,0.0341107499999999,0.575863375,0.515165875,0.787331,LFURP,ISB,1,2,2,10,40,50,50,2,30,40,40,2,2,64
140,0.00348,8696467,0.1317065,0.64826325,0.653187875,0.04439725,0.5722096249999999,0.564884875,0.04828025,LFURP,ISB,1,2,4,10,40,50,50,2,30,40,40,2,2,64
141,0.010082,9310867,0.1202313749999999,0.5886443750000001,0.5098681249999999,0.04646025,0.56566425,0.485100875,0.79263375,LFURP,ISB,1,4,1,10,40,50,50,2,30,40,40,2,2,64
142,0.009558,9293262,0.1182419999999999,0.59896925,0.519978875,0.031821375,0.5707456249999999,0.4838158749999999,0.70035075,LFURP,ISB,1,4,2,10,40,50,50,2,30,40,40,2,2,64
143,0.002463,8729005,0.1295073749999999,0.6487876250000001,0.5687308750000001,0.0506537142857142,0.55315775,0.529603375,0.015109,LFURP,ISB,1,4,4,10,40,50,50,2,30,40,40,2,2,64
144,0.010456,9240395,0.09084325,0.519808375,0.60460875,0.0339901249999999,0.52245025,0.58003875,0.893036,LFURP,ISB,2,1,1,10,40,50,50,2,30,40,40,2,2,64
145,0.010044,9273923,0.093147375,0.52207475,0.6120215,0.0419449999999999,0.5257506249999999,0.59273175,0.82307975,LFURP,ISB,2,1,2,10,40,50,50,2,30,40,40,2,2,64
146,0.003941,8848510,0.102650625,0.609799875,0.7485740000000001,0.0401144285714285,0.53841975,0.669494625,0.10566,LFURP,ISB,2,1,4,10,40,50,50,2,30,40,40,2,2,64
147,0.010051,9249253,0.08813625,0.5337706249999999,0.585697125,0.0424425714285714,0.5199480000000001,0.559577875,0.8218494999999999,LFURP,ISB,2,2,1,10,40,50,50,2,30,40,40,2,2,64
148,0.009867,9289192,0.092356125,0.516263625,0.572756875,0.0328443749999999,0.5223083749999999,0.5625335,0.834201,LFURP,ISB,2,2,2,10,40,50,50,2,30,40,40,2,2,64
149,0.007198,9014394,0.099608875,0.5890164999999999,0.669470625,0.035412375,0.538131,0.58713925,0.337882,LFURP,ISB,2,2,4,10,40,50,50,2,30,40,40,2,2,64
150,0.009557,9239240,0.0919082499999999,0.543204,0.480214,0.0334771428571428,0.523154875,0.527358375,0.8083877500000001,LFURP,ISB,2,4,1,10,40,50,50,2,30,40,40,2,2,64
151,0.009262,9181723,0.0980335,0.5654069999999999,0.49651575,0.0486995,0.520682625,0.5316085,0.6753410000000001,LFURP,ISB,2,4,2,10,40,50,50,2,30,40,40,2,2,64
152,0.00282,8665290,0.10147225,0.5933292499999999,0.5342264999999999,0.03532,0.509992625,0.5801554999999999,0.04618625,LFURP,ISB,2,4,4,10,40,50,50,2,30,40,40,2,2,64
153,0.010327,9291467,0.070343875,0.40102575,0.75297225,0.0366505714285714,0.40190575,0.737408625,0.89917475,LFURP,ISB,4,1,1,10,40,50,50,2,30,40,40,2,2,64
154,0.009997,9286955,0.0719925,0.3980193749999999,0.7510388750000001,0.0402051666666666,0.40841675,0.7344354999999999,0.84328275,LFURP,ISB,4,1,2,10,40,50,50,2,30,40,40,2,2,64
155,0.003804,9081267,0.079270875,0.4508394999999999,0.8965535,0.0328407142857142,0.4294041249999999,0.7613501250000001,0.1198325,LFURP,ISB,4,1,4,10,40,50,50,2,30,40,40,2,2,64
156,0.010023,9291375,0.075625625,0.39430725,0.7080224999999999,0.047722,0.399126375,0.705195125,0.8717179999999999,LFURP,ISB,4,2,1,10,40,50,50,2,30,40,40,2,2,64
157,0.009935,9308722,0.0750903749999999,0.392092125,0.7062776249999999,0.02999325,0.40325975,0.708233375,0.8611145,LFURP,ISB,4,2,2,10,40,50,50,2,30,40,40,2,2,64
158,0.00404,9081483,0.07761425,0.435779125,0.8034062500000001,0.0383508333333333,0.4213099999999999,0.7160887499999999,0.1528634999999999,LFURP,ISB,4,2,4,10,40,50,50,2,30,40,40,2,2,64
159,0.009643,9299055,0.0757612499999999,0.3918255,0.640289625,0.0341512857142857,0.396241625,0.6820897499999999,0.8459835,LFURP,ISB,4,4,1,10,40,50,50,2,30,40,40,2,2,64
160,0.009462,9270005,0.0693085,0.40082075,0.628810875,0.023132375,0.3966289999999999,0.6826021250000001,0.7297947499999999,LFURP,ISB,4,4,2,10,40,50,50,2,30,40,40,2,2,64
161,0.003471,9150477,0.076805375,0.4205218749999999,0.6754675,0.0290305,0.421807125,0.695955125,0.16525025,LFURP,ISB,4,4,4,10,40,50,50,2,30,40,40,2,2,64
162,0.014094,9156508,0.0484141428571428,0.316837375,0.9317205,0.0259966,0.3056885,0.878437,0.79903175,SecondChanceRP,Tagged,1,1,1,10,40,50,50,2,30,40,40,2,2,64
163,0.00281,8672820,0.048085,0.32811,0.9110365,0.0226432,0.3141905,0.878943625,0.071964,SecondChanceRP,Tagged,1,1,2,10,40,50,50,2,30,40,40,2,2,64
164,0.002274,8783081,0.036082,0.313939,0.92968625,0.0460488571428571,0.308973,0.86655575,0.00104725,SecondChanceRP,Tagged,1,1,4,10,40,50,50,2,30,40,40,2,2,64
165,0.005106,8893838,0.0546158571428571,0.351067375,0.1671834999999999,0.0229727999999999,0.312707625,0.8706544999999999,0.289272,SecondChanceRP,Tagged,1,2,1,10,40,50,50,2,30,40,40,2,2,64
166,0.002575,8524955,0.0563831428571428,0.353901,0.220868375,0.0223199999999999,0.30852775,0.8717702500000001,0.036563,SecondChanceRP,Tagged,1,2,2,10,40,50,50,2,30,40,40,2,2,64
167,0.002336,8475128,0.0531111428571428,0.349533875,0.23598,0.024797,0.308217125,0.860203125,0.00205925,SecondChanceRP,Tagged,1,2,4,10,40,50,50,2,30,40,40,2,2,64
168,0.001659,8314250,0.0544051428571428,0.369282875,0.0010952499999999,0.029152,0.326383625,0.23362625,0.04368875,SecondChanceRP,Tagged,1,4,1,10,40,50,50,2,30,40,40,2,2,64
169,0.001558,8326008,0.0545362857142857,0.363635125,0.0010865,0.019015,0.32580775,0.24491975,0.00984125,SecondChanceRP,Tagged,1,4,2,10,40,50,50,2,30,40,40,2,2,64
170,0.001552,8261125,0.0618175714285714,0.35760475,0.0012771249999999,0.018875,0.326568125,0.244937625,0.0087925,SecondChanceRP,Tagged,1,4,4,10,40,50,50,2,30,40,40,2,2,64
171,0.015252,9227716,0.037909,0.324711625,0.927012375,0.0161912,0.289421,0.966976,0.75909375,SecondChanceRP,Tagged,2,1,1,10,40,50,50,2,30,40,40,2,2,64
172,0.003086,8888797,0.0384521428571428,0.3286695,0.9317135,0.0147069999999999,0.289827375,0.9679955,0.07531575,SecondChanceRP,Tagged,2,1,2,10,40,50,50,2,30,40,40,2,2,64
173,0.002729,8926689,0.0389934285714285,0.32272475,0.8828305,0.0122531666666666,0.29031375,0.966909875,0.00130625,SecondChanceRP,Tagged,2,1,4,10,40,50,50,2,30,40,40,2,2,64
174,0.006125,9081043,0.039138,0.3271015,0.17909175,0.0126255,0.2896645,0.952830125,0.30255525,SecondChanceRP,Tagged,2,2,1,10,40,50,50,2,30,40,40,2,2,64
175,0.002626,8822940,0.0410734285714285,0.331088625,0.201623875,0.0128726666666666,0.28760225,0.953033875,0.05182475,SecondChanceRP,Tagged,2,2,2,10,40,50,50,2,30,40,40,2,2,64
176,0.002355,8714833,0.0423602857142857,0.321082125,0.156090625,0.0156556,0.2884705,0.9508175,0.0023639999999999,SecondChanceRP,Tagged,2,2,4,10,40,50,50,2,30,40,40,2,2,64
177,0.001701,8545147,0.0425494285714285,0.3338772499999999,0.00128775,0.0179868,0.297392,0.2410074999999999,0.0624947499999999,SecondChanceRP,Tagged,2,4,1,10,40,50,50,2,30,40,40,2,2,64
178,0.001487,8512672,0.0454638571428571,0.338667625,0.0015205,0.0160575999999999,0.2972308749999999,0.255497,0.0141184999999999,SecondChanceRP,Tagged,2,4,2,10,40,50,50,2,30,40,40,2,2,64
179,0.001491,8419115,0.0465271428571428,0.33329025,0.0017975,0.015972,0.298224,0.2552485,0.010449,SecondChanceRP,Tagged,2,4,4,10,40,50,50,2,30,40,40,2,2,64
180,0.016225,9263243,0.0357762857142857,0.3553775,0.7142852500000001,0.0134216,0.295208375,0.973665,0.6251262500000001,SecondChanceRP,Tagged,4,1,1,10,40,50,50,2,30,40,40,2,2,64
181,0.003953,8896572,0.036192,0.354782625,0.722073375,0.0101288333333333,0.2973957499999999,0.97557225,0.05649175,SecondChanceRP,Tagged,4,1,2,10,40,50,50,2,30,40,40,2,2,64
182,0.003569,8920228,0.0354594285714285,0.35931975,0.700588875,0.0128309999999999,0.2978005,0.976985,0.00138975,SecondChanceRP,Tagged,4,1,4,10,40,50,50,2,30,40,40,2,2,64
183,0.00725,9119404,0.0345992857142857,0.3100366249999999,0.1580765,0.0134878,0.295976125,0.931016,0.34466175,SecondChanceRP,Tagged,4,2,1,10,40,50,50,2,30,40,40,2,2,64
184,0.002942,8905740,0.0368785714285714,0.3334138750000001,0.164270375,0.0108136666666666,0.29633325,0.936191625,0.045139,SecondChanceRP,Tagged,4,2,2,10,40,50,50,2,30,40,40,2,2,64
185,0.002853,8828151,0.0372662857142857,0.3478128749999999,0.1594469999999999,0.0105911666666666,0.2967419999999999,0.93861875,0.00214375,SecondChanceRP,Tagged,4,2,4,10,40,50,50,2,30,40,40,2,2,64
186,0.001932,8751294,0.0346921428571428,0.379462375,0.001648125,0.0114776666666666,0.305077375,0.275047875,0.05406025,SecondChanceRP,Tagged,4,4,1,10,40,50,50,2,30,40,40,2,2,64
187,0.001704,8717111,0.0393761428571428,0.3695535,0.001888875,0.0121338333333333,0.304542125,0.2923055,0.0105385,SecondChanceRP,Tagged,4,4,2,10,40,50,50,2,30,40,40,2,2,64
188,0.001744,8469145,0.0420421428571428,0.33459575,0.002738875,0.0120428333333333,0.30072125,0.29570425,0.0075882499999999,SecondChanceRP,Tagged,4,4,4,10,40,50,50,2,30,40,40,2,2,64
189,0.00214,8733650,0.052027375,0.265279125,0.7879915000000001,0.0271256666666666,0.26742325,0.5619872499999999,0.14520675,SecondChanceRP,Stride,1,1,1,10,40,50,50,2,30,40,40,2,2,64
190,0.001581,8349277,0.0586649999999999,0.2698322499999999,0.782791,0.0243413333333333,0.270458875,0.560158875,0.048624,SecondChanceRP,Stride,1,1,2,10,40,50,50,2,30,40,40,2,2,64
191,0.001402,8264588,0.0646208571428571,0.3023997499999999,0.942901125,0.0242385,0.279206375,0.577320375,0.00353675,SecondChanceRP,Stride,1,1,4,10,40,50,50,2,30,40,40,2,2,64
192,0.001924,8794596,0.0561078571428571,0.2525172499999999,0.3699068749999999,0.022357375,0.263204125,0.331396,0.18576725,SecondChanceRP,Stride,1,2,1,10,40,50,50,2,30,40,40,2,2,64
193,0.001541,8245463,0.070682,0.259711875,0.387037625,0.0264463333333333,0.265463625,0.32030375,0.063146,SecondChanceRP,Stride,1,2,2,10,40,50,50,2,30,40,40,2,2,64
194,0.001365,8152849,0.0648649999999999,0.2632185,0.3921948749999999,0.0237435,0.2706404999999999,0.315200625,0.00518675,SecondChanceRP,Stride,1,2,4,10,40,50,50,2,30,40,40,2,2,64
195,0.001601,7347740,0.0786917142857143,0.2712135,0.003196625,0.0369291999999999,0.269289125,0.25465675,0.10169175,SecondChanceRP,Stride,1,4,1,10,40,50,50,2,30,40,40,2,2,64
196,0.001324,7407424,0.0788622857142857,0.271474125,0.003069625,0.0306504,0.270579875,0.252033,0.028924,SecondChanceRP,Stride,1,4,2,10,40,50,50,2,30,40,40,2,2,64
197,0.001311,7343854,0.0784184285714285,0.273400875,0.00318125,0.0279055999999999,0.2721475,0.253904375,0.01696,SecondChanceRP,Stride,1,4,4,10,40,50,50,2,30,40,40,2,2,64
198,0.002161,8749772,0.048227625,0.2308795,0.924604625,0.0227425,0.202560125,0.613676125,0.1519185,SecondChanceRP,Stride,2,1,1,10,40,50,50,2,30,40,40,2,2,64
199,0.001598,8415401,0.048429875,0.236839625,0.922276,0.0189668333333333,0.2039474999999999,0.60938,0.0518335,SecondChanceRP,Stride,2,1,2,10,40,50,50,2,30,40,40,2,2,64
200,0.001406,8303481,0.04831075,0.26622575,0.988777875,0.0192355,0.211042625,0.690722125,0.004012,SecondChanceRP,Stride,2,1,4,10,40,50,50,2,30,40,40,2,2,64
201,0.001987,8886124,0.0564667142857142,0.204702625,0.4622623749999999,0.0242656666666666,0.193805875,0.43759475,0.1930365,SecondChanceRP,Stride,2,2,1,10,40,50,50,2,30,40,40,2,2,64
202,0.001585,8270013,0.0630038571428571,0.210439125,0.4979467499999999,0.0202051666666666,0.1947533749999999,0.440034375,0.06923375,SecondChanceRP,Stride,2,2,2,10,40,50,50,2,30,40,40,2,2,64
203,0.001364,8175978,0.0568297142857142,0.2152437499999999,0.499650625,0.0198945,0.1938794999999999,0.4455217499999999,0.0043859999999999,SecondChanceRP,Stride,2,2,4,10,40,50,50,2,30,40,40,2,2,64
204,0.001514,7408316,0.0680394285714285,0.194656375,0.003200625,0.018931,0.207108625,0.3091376249999999,0.100421,SecondChanceRP,Stride,2,4,1,10,40,50,50,2,30,40,40,2,2,64
205,0.001233,7421968,0.0671032857142857,0.194738,0.003194875,0.0182833333333333,0.2095619999999999,0.31232275,0.02598575,SecondChanceRP,Stride,2,4,2,10,40,50,50,2,30,40,40,2,2,64
206,0.001238,7423752,0.0674268571428571,0.19457325,0.003215,0.0204071666666666,0.2105915,0.3105234999999999,0.0147245,SecondChanceRP,Stride,2,4,4,10,40,50,50,2,30,40,40,2,2,64
207,0.002147,8727351,0.0400677142857142,0.1976149999999999,0.992807875,0.0182274999999999,0.16063975,0.6671922499999999,0.1717765,SecondChanceRP,Stride,4,1,1,10,40,50,50,2,30,40,40,2,2,64
208,0.00164,8402993,0.0480917142857142,0.1942912499999999,0.994890125,0.0177276666666666,0.16095925,0.65944625,0.056418,SecondChanceRP,Stride,4,1,2,10,40,50,50,2,30,40,40,2,2,64
209,0.001346,8295983,0.0433911428571428,0.276785625,0.99729525,0.0164626666666666,0.157121625,0.8545875,0.00303375,SecondChanceRP,Stride,4,1,4,10,40,50,50,2,30,40,40,2,2,64
210,0.002051,8868880,0.043219,0.187204375,0.64891775,0.0204575,0.159829125,0.635587625,0.19943925,SecondChanceRP,Stride,4,2,1,10,40,50,50,2,30,40,40,2,2,64
211,0.001616,8312980,0.0503098571428571,0.188097875,0.67680025,0.0173833333333333,0.160463875,0.634282125,0.06558,SecondChanceRP,Stride,4,2,2,10,40,50,50,2,30,40,40,2,2,64
212,0.001366,8227634,0.0539344999999999,0.20945975,0.6983290000000001,0.0190593999999999,0.154636375,0.722435375,0.00389825,SecondChanceRP,Stride,4,2,4,10,40,50,50,2,30,40,40,2,2,64
213,0.001495,7459111,0.0549778571428571,0.190845125,0.003093,0.0166181666666666,0.149146125,0.413613,0.1004685,SecondChanceRP,Stride,4,4,1,10,40,50,50,2,30,40,40,2,2,64
214,0.001176,7505191,0.0545125714285714,0.190913625,0.00305925,0.0206462,0.148361375,0.4151999999999999,0.019251,SecondChanceRP,Stride,4,4,2,10,40,50,50,2,30,40,40,2,2,64
215,0.00119,7506210,0.0552307142857142,0.19146375,0.0031129999999999,0.01257,0.149893,0.417572,0.0114625,SecondChanceRP,Stride,4,4,4,10,40,50,50,2,30,40,40,2,2,64
216,0.003075,8853348,0.0636838571428571,0.299090875,0.961613125,0.0199295,0.30981125,0.8668827499999999,0.11090425,SecondChanceRP,ISB,1,1,1,10,40,50,50,2,30,40,40,2,2,64
217,0.002356,8506583,0.0664144285714285,0.300521875,0.961378875,0.0268641666666666,0.310833,0.863919875,0.0280855,SecondChanceRP,ISB,1,1,2,10,40,50,50,2,30,40,40,2,2,64
218,0.002168,8474946,0.0603449999999999,0.29901425,0.961683125,0.01891475,0.3112432499999999,0.8635091249999999,0.0055975,SecondChanceRP,ISB,1,1,4,10,40,50,50,2,30,40,40,2,2,64
219,0.002901,8884361,0.0624488571428571,0.299821625,0.1607704999999999,0.0329198333333333,0.310090375,0.86373725,0.1454134999999999,SecondChanceRP,ISB,1,2,1,10,40,50,50,2,30,40,40,2,2,64
220,0.002313,8390411,0.0624964285714285,0.300282,0.1662585,0.0207605,0.3102321249999999,0.8629735000000001,0.0433314999999999,SecondChanceRP,ISB,1,2,2,10,40,50,50,2,30,40,40,2,2,64
221,0.002141,8322482,0.0623142857142857,0.300462375,0.170217875,0.0279673999999999,0.311163875,0.86040475,0.00960825,SecondChanceRP,ISB,1,2,4,10,40,50,50,2,30,40,40,2,2,64
222,0.001816,7735229,0.0706314285714285,0.302019875,0.006323,0.025817,0.3276068749999999,0.19946475,0.1270485,SecondChanceRP,ISB,1,4,1,10,40,50,50,2,30,40,40,2,2,64
223,0.001582,7744668,0.0725194285714285,0.302493,0.006288125,0.0312118,0.3282684999999999,0.197525125,0.06331925,SecondChanceRP,ISB,1,4,2,10,40,50,50,2,30,40,40,2,2,64
224,0.001552,7722115,0.0713168571428571,0.30228625,0.006299625,0.01846925,0.327796125,0.19907375,0.046047,SecondChanceRP,ISB,1,4,4,10,40,50,50,2,30,40,40,2,2,64
225,0.003079,8883963,0.049545,0.280975625,0.997560875,0.019902875,0.268368375,0.997035,0.11223425,SecondChanceRP,ISB,2,1,1,10,40,50,50,2,30,40,40,2,2,64
226,0.002344,8581594,0.054064,0.281224375,0.997553,0.016101375,0.26883975,0.996918,0.028037,SecondChanceRP,ISB,2,1,2,10,40,50,50,2,30,40,40,2,2,64
227,0.002157,8546482,0.0513192857142857,0.28031775,0.997986625,0.0219726,0.26889925,0.996791625,0.0055005,SecondChanceRP,ISB,2,1,4,10,40,50,50,2,30,40,40,2,2,64
228,0.002927,8895375,0.0554815714285714,0.276664625,0.1686768749999999,0.0277833333333333,0.2682502499999999,0.9947175,0.15258875,SecondChanceRP,ISB,2,2,1,10,40,50,50,2,30,40,40,2,2,64
229,0.002294,8424210,0.0602812857142857,0.2767116249999999,0.174794625,0.0251039999999999,0.268522375,0.99466675,0.04461,SecondChanceRP,ISB,2,2,2,10,40,50,50,2,30,40,40,2,2,64
230,0.002118,8342010,0.0555114285714285,0.276993375,0.1837945,0.02298,0.268431125,0.99459225,0.00947025,SecondChanceRP,ISB,2,2,4,10,40,50,50,2,30,40,40,2,2,64
231,0.001746,7797444,0.0620068571428571,0.276045875,0.0063453749999999,0.0327686,0.266664375,0.219478875,0.12636175,SecondChanceRP,ISB,2,4,1,10,40,50,50,2,30,40,40,2,2,64
232,0.001529,7754417,0.0623394285714285,0.2756277499999999,0.00641175,0.0207433333333333,0.266884875,0.2201936249999999,0.06352875,SecondChanceRP,ISB,2,4,2,10,40,50,50,2,30,40,40,2,2,64
233,0.001494,7803975,0.0617595714285714,0.27591525,0.006374125,0.016446375,0.266887625,0.2186375,0.047574,SecondChanceRP,ISB,2,4,4,10,40,50,50,2,30,40,40,2,2,64
234,0.003042,8860731,0.0394788571428571,0.280363375,0.999764,0.0227025,0.2668383749999999,0.999533375,0.1132985,SecondChanceRP,ISB,4,1,1,10,40,50,50,2,30,40,40,2,2,64
235,0.002342,8590749,0.0462791428571428,0.2802387499999999,0.99949075,0.014241,0.26765025,0.999695125,0.02746325,SecondChanceRP,ISB,4,1,2,10,40,50,50,2,30,40,40,2,2,64
236,0.002154,8508849,0.0414055714285714,0.2793586249999999,0.9997383749999998,0.0199348,0.2676612499999999,0.999731625,0.005469,SecondChanceRP,ISB,4,1,4,10,40,50,50,2,30,40,40,2,2,64
237,0.002918,8891534,0.0391972857142857,0.27651425,0.1995479999999999,0.0224916666666666,0.2672371249999999,0.997767875,0.14228025,SecondChanceRP,ISB,4,2,1,10,40,50,50,2,30,40,40,2,2,64
238,0.002293,8432787,0.0493915714285714,0.27618975,0.211022125,0.0179606666666666,0.267477375,0.997799875,0.0412154999999999,SecondChanceRP,ISB,4,2,2,10,40,50,50,2,30,40,40,2,2,64
239,0.002119,8375061,0.0452855714285714,0.276769,0.22684775,0.0196256,0.267327875,0.9977732499999998,0.0090445,SecondChanceRP,ISB,4,2,4,10,40,50,50,2,30,40,40,2,2,64
240,0.001779,7768794,0.0513382857142857,0.27486775,0.006280625,0.017963125,0.26600375,0.23610375,0.120542,SecondChanceRP,ISB,4,4,1,10,40,50,50,2,30,40,40,2,2,64
241,0.001556,7718570,0.051418,0.27483225,0.006394125,0.0134815,0.2661695,0.2330436249999999,0.06049875,SecondChanceRP,ISB,4,4,2,10,40,50,50,2,30,40,40,2,2,64
242,0.001525,7743428,0.050903,0.274797125,0.0063409999999999,0.014509875,0.2662061249999999,0.235194375,0.04326775,SecondChanceRP,ISB,4,4,4,10,40,50,50,2,30,40,40,2,2,64
